ATF	1.0
30	57    
"Type=GenePix Export 3"
"DateTime=2020/07/24 16:49:01"
"Settings=D:\LM\Experiments\lectin print\Nano plotter\Print\CIVIC data\July 27\Genepix settings\2020-07-24-10288622-D0-1.gps"
"GalFile="
"PixelSize=10"
"Wavelengths=532	635"
"ImageFiles=D:\LM\Experiments\lectin print\Nano plotter\Print\CIVIC data\July 27\scanned images\2020-07-24-10288622-D0-1.tif 1	D:\LM\Experiments\lectin print\Nano plotter\Print\CIVIC data\July 27\scanned images\2020-07-24-10288622-D0-1.tif 0"
"NormalizationMethod=None"
"NormalizationFactors=1	1"
"JpegImage="
"StdDev=Type 1"
"RatioFormulations=W1/W2 (532/635)"
"FeatureType=Circular"
"Barcode="
"BackgroundSubtraction=LocalFeature"
"ImageOrigin=0, 0"
"JpegOrigin=530, 2800"
"Creator=GenePix Pro 7.3.0.0"
"Scanner=GenePix 4400 [140135]"
"FocusPosition=0"
"Temperature=0"
"LinesAveraged=1"
"Comment="
"PMTGain=580	600"
"ScanPower=100	100"
"LaserPower=1.85	1.42"
"Filters=Standard Green	Standard Red"
"ScanRegion=0,0,2200,7200"
"ScanArea=1"
"Supplier="
"Flags"	"Normalize"	"Autoflag"	"Block"	"Column"	"Row"	"Name"	"ID"	"X"	"Y"	"Dia."	"F532 Median"	"F532 Mean"	"F532 SD"	"F532 CV"	"B532"	"B532 Median"	"B532 Mean"	"B532 SD"	"B532 CV"	"% > B532+1SD"	"% > B532+2SD"	"F532 % Sat."	"F635 Median"	"F635 Mean"	"F635 SD"	"F635 CV"	"B635"	"B635 Median"	"B635 Mean"	"B635 SD"	"B635 CV"	"% > B635+1SD"	"% > B635+2SD"	"F635 % Sat."	"F532 Total Intensity"	"F635 Total Intensity"	"SNR 532"	"SNR 635"	"Ratio of Medians (532/635)"	"Ratio of Means (532/635)"	"Median of Ratios (532/635)"	"Mean of Ratios (532/635)"	"Ratios SD (532/635)"	"Rgn Ratio (532/635)"	"Rgn R2 (532/635)"	"Log Ratio (532/635)"	"F532 Median - B532"	"F635 Median - B635"	"F532 Mean - B532"	"F635 Mean - B635"	"Sum of Medians (532/635)"	"Sum of Means (532/635)"	"F Pixels"	"B Pixels"	"Circularity"	"Index"
0	0	0	23	6	6	""	""	10280	67530	190	2955	2931	1529	52	65	65	70	29	41	97	95	0	367	375	161	42	59	59	63	27	42	95	94	0	750271	95931	98.655	11.556	9.383	9.070	9.144	7.855	1.972	10.094	0.827	3.230	2890	308	2866	316	3198	3182	256	1077	100	7671
0	0	0	23	7	6	""	""	10550	67540	190	755	695	291	41	56	56	62	52	83	93	90	0	158	162	64	39	56	56	60	28	46	89	78	0	178023	41583	12.173	3.643	6.853	6.028	6.296	5.721	2.208	6.074	0.682	2.777	699	102	639	106	801	745	256	1186	100	7672
0	0	0	23	8	6	""	""	10820	67550	190	517	673	1352	200	56	56	64	90	140	93	91	0	158	333	1189	357	56	56	67	187	279	14	7	0	172383	85160	6.767	1.422	4.520	2.227	4.081	3.823	2.528	1.092	0.690	2.176	461	102	617	277	563	894	256	1223	100	7673
0	0	0	23	9	6	""	""	11090	67540	180	1015	957	397	41	56	56	64	81	126	92	90	0	212	208	94	45	54	54	65	193	296	35	1	0	245116	53292	11.025	0.741	6.070	5.851	5.873	5.910	2.044	3.540	0.216	2.602	959	158	901	154	1117	1055	256	1151	100	7674
0	0	0	23	10	6	""	""	11350	67520	190	4961	4487	2176	48	68	68	75	36	48	96	95	0	6053	6175	4122	66	53	53	58	25	43	99	99	0	1148764	1580718	122.556	244.680	0.816	0.722	0.818	0.734	1.723	0.639	0.885	-0.294	4893	6000	4419	6122	10893	10541	256	1196	100	7675
0	0	0	23	11	6	""	""	11620	67520	190	4876	4424	2167	48	78	78	84	38	45	96	95	0	5842	5853	3925	67	53	53	57	24	42	98	97	0	1132619	1498378	114.211	241.500	0.829	0.749	0.836	0.804	1.787	0.668	0.896	-0.271	4798	5789	4346	5800	10587	10146	256	1223	100	7676
0	0	0	23	12	6	""	""	11890	67520	200	4130	3592	2783	77	76	76	85	45	52	76	74	0	5127	5621	6334	112	50	50	60	80	133	79	77	0	1135056	1776146	77.933	69.512	0.799	0.631	0.776	0.700	2.539	0.481	0.790	-0.325	4054	5077	3516	5571	9131	9087	316	1273	100	7677
0	0	0	23	13	6	""	""	12170	67530	180	204	289	467	161	78	78	93	58	62	81	54	0	217	253	170	67	51	51	71	125	176	65	23	0	74059	64798	3.379	1.456	0.759	1.045	0.808	0.763	2.383	2.220	0.360	-0.398	126	166	211	202	292	413	256	1127	100	7678
0	0	0	23	14	6	""	""	12430	67530	180	211	317	617	194	83	83	98	58	59	78	54	0	171	274	627	228	53	53	72	236	327	14	5	0	81231	70028	3.776	0.856	1.085	1.059	1.000	1.023	2.402	0.987	0.138	0.117	128	118	234	221	246	455	256	1113	100	7679
0	0	0	23	15	6	""	""	12700	67530	180	219	1059	2001	188	70	70	87	55	63	82	65	0	198	417	578	138	57	57	112	1284	1146	8	1	0	271076	106645	17.673	0.238	1.057	2.747	1.324	1.367	2.459	3.467	0.895	0.080	149	141	989	360	290	1349	256	1347	100	7680
0	0	0	23	1	7	""	""	8930	67800	190	408	392	128	32	70	70	75	32	42	94	92	0	384	400	197	49	83	83	101	84	83	93	88	0	100460	102453	9.906	3.560	1.123	1.016	1.066	1.073	1.671	0.841	0.620	0.167	338	301	322	317	639	639	256	1407	100	7681
0	0	0	23	2	7	""	""	9190	67800	190	357	341	115	33	60	60	66	31	46	93	91	0	327	318	118	37	69	69	77	51	66	92	88	0	87374	81328	8.871	4.725	1.151	1.129	1.094	1.129	1.744	1.054	0.718	0.203	297	258	281	249	555	530	256	1223	100	7682
0	0	0	23	3	7	""	""	9470	67800	180	341	330	104	31	61	61	66	31	46	95	95	0	305	308	99	32	65	65	72	38	52	97	95	0	84377	78897	8.516	6.211	1.167	1.107	1.158	1.131	1.836	1.101	0.746	0.222	280	240	269	243	520	512	256	1108	100	7683
0	0	0	23	4	7	""	""	9730	67780	230	2049	2358	1571	66	62	62	67	28	41	97	95	0	188	215	125	58	59	59	66	38	57	90	76	0	924385	84242	81.821	3.921	15.403	14.718	15.524	14.344	2.185	16.394	0.641	3.945	1987	129	2296	156	2116	2452	392	1314	100	7684
0	0	0	23	5	7	""	""	10010	67770	220	2663	2924	1844	63	64	64	69	29	42	99	97	0	204	240	151	62	54	54	60	33	55	91	84	0	1146327	93889	98.448	5.455	17.327	15.376	16.328	15.501	1.939	16.025	0.728	4.115	2599	150	2860	186	2749	3046	392	1172	100	7685
0	0	0	23	6	7	""	""	10280	67770	220	2573	2904	1971	67	61	61	65	28	43	98	97	0	189	230	156	67	52	52	56	24	42	91	87	0	1138182	89969	101.393	7.250	18.336	15.972	16.951	15.378	2.434	16.865	0.625	4.197	2512	137	2843	178	2649	3021	392	1226	100	7686
0	0	0	23	7	7	""	""	10550	67800	190	13474	11818	4911	41	61	61	66	30	45	97	96	0	7392	7457	4512	60	52	52	56	23	41	99	98	0	3025440	1909014	391.733	321.783	1.827	1.588	1.784	1.549	1.720	1.475	0.878	0.870	13413	7340	11757	7405	20753	19162	256	1154	100	7687
0	0	0	23	8	7	""	""	10820	67800	190	13260	11829	4891	41	62	62	71	50	70	95	95	0	7253	7780	5104	65	55	55	59	47	79	98	97	0	3028283	1991645	235.160	164.277	1.834	1.523	1.750	1.479	1.858	1.376	0.847	0.875	13198	7198	11767	7725	20396	19492	256	1164	100	7688
0	0	0	23	9	7	""	""	11080	67800	190	13307	11690	5327	45	64	64	76	85	111	93	92	0	7298	7648	5413	70	55	55	65	193	296	91	90	0	2992610	1957870	136.635	39.290	1.828	1.531	1.782	1.600	2.034	1.368	0.855	0.871	13243	7243	11626	7593	20486	19219	256	1146	100	7689
0	0	0	23	10	7	""	""	11350	67800	200	12018	9871	5288	53	66	66	79	51	64	87	85	0	5498	5445	3830	70	56	56	60	26	43	90	87	0	3119252	1720580	192.000	207.115	2.196	1.819	2.091	1.718	2.042	1.717	0.866	1.135	11952	5442	9805	5389	17394	15194	316	1268	100	7690
0	0	0	23	11	7	""	""	11630	67810	190	13757	13692	3139	22	66	66	82	65	79	100	100	0	6354	7052	3126	44	55	55	61	34	55	100	100	0	3505042	1805239	209.385	205.618	2.174	1.947	2.173	2.094	1.330	1.842	0.902	1.120	13691	6299	13626	6997	19990	20623	256	1235	100	7691
0	0	0	23	12	7	""	""	11900	67800	190	14242	13957	4625	33	67	67	93	119	127	96	96	0	6438	7867	4048	51	57	57	84	115	136	99	98	0	3572969	2014016	116.504	67.678	2.221	1.778	2.117	1.751	1.791	1.682	0.904	1.151	14175	6381	13890	7810	20556	21700	256	1165	100	7692
0	0	0	23	13	7	""	""	12150	67800	190	15489	14591	3488	23	77	77	126	170	134	100	100	0	24470	23077	6499	28	62	62	103	149	144	100	100	0	3735187	5907776	85.088	154.188	0.631	0.631	0.637	0.655	1.248	0.617	0.980	-0.663	15412	24408	14514	23015	39820	37529	256	1152	100	7693
0	0	0	23	14	7	""	""	12420	67790	190	14449	13890	4223	30	85	85	142	168	118	100	99	0	20018	23596	12176	51	64	64	139	1343	966	97	95	0	3555846	6040613	81.833	17.466	0.720	0.587	0.679	0.614	1.418	0.512	0.871	-0.474	14364	19954	13805	23532	34318	37337	256	1233	100	7694
0	0	0	23	15	7	""	""	12690	67800	190	14303	13193	3701	28	69	69	110	127	115	100	100	0	19102	17797	5075	28	66	66	157	1263	804	98	97	0	3377316	4555928	103.016	13.967	0.748	0.740	0.747	0.724	1.358	0.719	0.928	-0.419	14234	19036	13124	17731	33270	30855	256	1420	100	7695
0	0	0	23	1	8	""	""	8930	68060	190	4078	3936	1323	33	73	73	76	30	39	98	95	0	2157	2219	926	41	77	77	88	67	76	97	97	0	1007725	568179	128.667	31.806	1.925	1.803	1.889	1.805	1.580	1.795	0.898	0.945	4005	2080	3863	2142	6085	6005	256	1429	100	7696
0	0	0	23	2	8	""	""	9190	68060	190	3724	3603	1332	36	61	61	66	29	43	98	96	0	1905	2026	1021	50	63	63	73	64	87	99	97	0	922332	518643	121.966	30.516	1.989	1.804	1.976	1.714	1.757	1.796	0.817	0.992	3663	1842	3542	1963	5505	5505	256	1220	100	7697
0	0	0	23	3	8	""	""	9460	68060	180	3949	3766	1289	34	59	59	63	28	44	99	97	0	1884	1961	941	47	58	58	62	29	46	100	98	0	964211	502117	132.250	65.483	2.130	1.948	2.132	1.912	1.614	1.930	0.864	1.091	3890	1826	3707	1903	5716	5610	256	1185	100	7698
0	0	0	23	4	8	""	""	9730	68080	190	1101	1089	213	19	57	57	62	27	43	100	100	0	1086	1060	229	21	54	54	59	34	57	100	100	0	278823	271463	38.037	29.441	1.012	1.026	1.016	1.046	1.292	1.020	0.936	0.017	1044	1032	1032	1006	2076	2038	256	1205	100	7699
0	0	0	23	5	8	""	""	10000	68080	200	1104	1051	421	40	57	57	63	28	44	95	93	0	1066	1006	409	40	50	50	56	33	58	94	94	0	332095	318002	35.286	28.788	1.031	1.040	1.044	1.049	1.432	1.045	0.877	0.043	1047	1016	994	956	2063	1950	316	1251	100	7700
0	0	0	23	6	8	""	""	10270	68080	200	1013	955	401	41	59	59	64	28	43	94	91	0	1019	939	375	39	49	49	53	22	41	95	93	0	301888	296741	31.821	40.273	0.984	1.007	1.011	0.994	1.611	1.018	0.913	-0.024	954	970	896	890	1924	1786	316	1271	100	7701
0	0	0	23	7	8	""	""	10550	68070	190	12098	11460	6161	53	71	71	80	39	48	100	99	0	5374	6118	5635	92	51	51	55	24	43	99	98	0	2933752	1566227	291.795	252.625	2.259	1.877	2.254	2.135	1.816	1.643	0.677	1.176	12027	5323	11389	6067	17350	17456	256	1181	100	7702
0	0	0	23	8	8	""	""	10820	68080	200	8547	7850	5028	64	87	87	93	43	46	97	93	0	3324	3978	3825	96	52	52	57	24	42	92	91	0	2480574	1257205	180.395	163.375	2.586	1.977	2.287	2.172	2.082	1.725	0.787	1.370	8460	3272	7763	3926	11732	11689	316	1223	100	7703
0	0	0	23	9	8	""	""	11090	68070	190	14943	13800	6574	47	89	89	97	49	50	100	98	0	8183	9328	7386	79	53	53	58	24	41	100	98	0	3532921	2387857	279.653	386.250	1.827	1.478	1.806	1.685	1.758	1.268	0.817	0.870	14854	8130	13711	9275	22984	22986	256	1155	100	7704
0	0	0	23	10	8	""	""	11360	68070	200	2192	2461	1533	62	78	78	94	62	65	99	96	0	759	856	548	64	54	54	67	119	177	88	84	0	777619	270361	38.177	6.630	2.999	2.971	3.058	3.250	1.710	2.991	0.916	1.584	2114	705	2383	802	2819	3185	316	1221	100	7705
0	0	0	23	11	8	""	""	11630	68070	190	5656	5488	1186	21	65	65	84	68	80	100	100	0	1917	2146	2273	105	50	50	60	75	125	100	100	0	1405035	549254	79.471	27.813	2.995	2.587	3.008	2.859	1.446	2.070	0.438	1.582	5591	1867	5423	2096	7458	7519	256	1158	100	7706
0	0	0	23	12	8	""	""	11900	68070	200	6131	5496	2903	52	82	82	133	172	129	91	88	0	2202	2819	2356	83	62	62	160	336	210	88	85	0	1736689	890790	31.180	7.914	2.827	1.964	2.530	2.126	2.052	1.783	0.729	1.499	6049	2140	5414	2757	8189	8171	316	1196	100	7707
0	0	0	23	13	8	""	""	12170	68070	200	13536	11298	5606	49	128	128	223	252	113	97	96	0	20988	23515	17140	72	95	95	193	335	173	94	90	0	3570320	7430645	43.948	69.618	0.642	0.477	0.612	0.692	2.172	0.394	0.880	-0.640	13408	20893	11170	23420	34301	34590	316	1189	100	7708
0	0	0	23	14	8	""	""	12440	68090	210	14755	11908	6364	53	128	128	248	290	116	93	91	0	28671	28489	19137	67	81	81	120	110	91	93	91	0	3762843	9002391	40.207	257.900	0.512	0.415	0.480	0.588	2.043	0.372	0.938	-0.967	14627	28590	11780	28408	43217	40188	316	1219	100	7709
0	0	0	23	15	8	""	""	12700	68070	200	12473	10273	5965	58	90	90	182	265	145	91	87	0	19212	21350	16843	78	81	81	144	214	148	87	85	0	3246145	6746566	38.079	99.093	0.647	0.479	0.637	0.703	2.274	0.401	0.859	-0.628	12383	19131	10183	21269	31514	31452	316	1525	100	7710
0	0	0	23	1	9	""	""	8930	68340	180	529	754	2540	336	73	73	78	35	44	99	98	0	453	932	4534	486	72	72	106	543	512	20	4	0	192922	238509	19.314	1.521	1.197	0.792	1.131	1.051	1.710	0.525	0.857	0.259	456	381	681	860	837	1541	256	1400	100	7711
0	0	0	23	2	9	""	""	9190	68340	180	479	493	178	36	62	62	69	65	94	99	97	0	389	439	229	52	56	56	64	58	90	97	96	0	126240	112280	6.523	6.466	1.252	1.125	1.199	1.225	1.562	1.042	0.645	0.325	417	333	431	383	750	814	256	1215	100	7712
0	0	0	23	3	9	""	""	9460	68340	190	467	458	169	36	58	58	66	82	124	93	89	0	350	388	227	58	49	49	69	404	585	20	5	0	117373	99281	4.780	0.790	1.359	1.180	1.306	1.248	1.886	0.209	0.196	0.442	409	301	400	339	710	739	256	1321	100	7713
0	0	0	23	4	9	""	""	9740	68340	190	590	555	201	36	54	54	61	60	98	93	89	0	368	365	159	43	47	47	68	414	608	18	1	0	142033	93403	8.233	0.717	1.670	1.575	1.643	1.570	1.590	0.255	0.158	0.740	536	321	501	318	857	819	256	1261	100	7714
0	0	0	23	5	9	""	""	10010	68340	190	550	507	166	32	54	54	59	26	44	95	95	0	346	342	132	38	47	47	50	20	40	96	94	0	129814	87597	17.231	14.600	1.659	1.536	1.534	1.473	1.845	1.520	0.794	0.730	496	299	453	295	795	748	256	1201	100	7715
0	0	0	23	6	9	""	""	10280	68350	190	588	563	187	33	54	54	60	26	43	98	97	0	376	364	117	32	47	47	51	21	41	96	96	0	144224	93141	19.346	14.905	1.623	1.606	1.601	1.614	1.603	1.650	0.878	0.699	534	329	509	317	863	826	256	1186	100	7716
0	0	0	23	7	9	""	""	10550	68340	200	1342	1578	1390	88	63	63	72	38	52	93	92	0	1329	1437	1096	76	47	47	58	173	298	89	86	0	498597	454126	39.632	7.971	0.998	1.090	1.020	1.067	1.442	1.163	0.903	-0.003	1279	1282	1515	1390	2561	2905	316	1243	100	7717
0	0	0	23	8	9	""	""	10820	68330	190	1513	1982	1454	73	73	73	81	42	51	100	100	0	1367	1714	1134	66	47	47	57	180	315	97	96	0	507270	438908	45.262	9.206	1.091	1.145	1.107	1.133	1.411	1.205	0.875	0.126	1440	1320	1909	1667	2760	3576	256	1149	100	7718
0	0	0	23	9	9	""	""	11090	68340	190	1787	1970	1288	65	71	71	83	49	59	97	97	0	1708	1787	1029	57	47	47	52	23	44	98	98	0	504249	457441	38.510	75.435	1.033	1.091	1.052	1.095	1.387	1.150	0.917	0.047	1716	1661	1899	1740	3377	3639	256	1091	100	7719
0	0	0	23	10	9	""	""	11350	68350	210	27932	25932	7618	29	67	67	82	60	73	100	99	0	12924	16621	12562	75	48	48	69	153	221	97	97	0	8194404	5252226	430.833	108.183	2.164	1.561	2.103	1.803	1.609	1.303	0.692	1.114	27865	12876	25865	16573	40741	42438	316	985	100	7720
0	0	0	23	11	9	""	""	11630	68350	210	28493	28506	3702	12	60	60	70	51	72	100	100	0	13932	17551	10852	61	44	44	71	171	240	100	100	0	9007976	5546067	557.569	102.222	2.047	1.625	2.042	1.830	1.445	1.379	0.737	1.034	28433	13888	28446	17507	42321	45953	316	901	100	7721
0	0	0	23	12	9	""	""	11900	68350	200	27576	25958	6134	23	69	69	109	150	137	100	99	0	13482	14417	7579	52	48	48	150	366	244	100	100	0	8202835	4555696	172.327	38.981	2.048	1.802	2.034	1.844	1.587	1.676	0.783	1.034	27507	13434	25889	14369	40941	40258	316	972	100	7722
0	0	0	23	13	9	""	""	12180	68350	210	14028	12642	6097	48	88	88	169	233	137	94	92	0	9428	12217	10051	82	61	61	162	344	212	94	91	0	3995005	3860702	53.532	35.044	1.488	1.033	1.396	1.161	1.902	0.833	0.806	0.574	13940	9367	12554	12156	23307	24710	316	1126	100	7723
0	0	0	23	14	9	""	""	12440	68350	190	13284	12690	2946	23	81	81	176	276	156	100	100	0	9342	9254	3753	40	60	60	91	96	105	100	99	0	3248612	2368975	45.341	95.448	1.422	1.371	1.430	1.459	1.305	1.291	0.910	0.508	13203	9282	12609	9194	22485	21803	256	1027	100	7724
0	0	0	23	15	9	""	""	12700	68350	200	12100	9856	5037	51	70	70	142	245	172	88	85	0	8660	7559	5004	66	66	66	116	174	150	86	85	0	3114636	2388598	39.649	42.776	1.400	1.306	1.412	1.375	1.637	1.212	0.887	0.485	12030	8594	9786	7493	20624	17279	316	1460	100	7725
0	0	0	23	1	10	""	""	8940	68620	180	5528	5070	3882	76	76	76	83	52	62	96	94	0	4030	3647	1943	53	65	65	76	59	77	95	93	0	1298026	933602	95.904	60.525	1.375	1.394	1.351	1.361	1.715	1.730	0.703	0.459	5452	3965	4994	3582	9417	8576	256	1283	100	7726
0	0	0	23	2	10	""	""	9200	68620	180	6508	5510	2494	45	59	59	73	99	135	93	92	0	4722	4669	2662	57	48	48	54	32	59	95	95	0	1410516	1195159	54.919	144.219	1.380	1.180	1.267	1.209	1.795	1.113	0.916	0.464	6449	4674	5451	4621	11123	10072	256	1087	100	7727
0	0	0	23	3	10	""	""	9470	68620	180	5417	4693	2438	51	59	59	68	91	133	89	88	0	3730	3441	2074	60	43	43	55	208	378	86	85	0	1201507	880806	50.824	16.279	1.453	1.364	1.414	1.461	1.825	1.316	0.929	0.539	5358	3687	4634	3398	9045	8032	256	1109	100	7728
0	0	0	23	4	10	""	""	9740	68620	180	3928	3381	1720	50	58	58	64	64	100	88	86	0	1512	1469	933	63	42	42	54	208	385	84	80	0	865573	375988	51.828	6.803	2.633	2.329	2.548	2.345	1.568	2.252	0.895	1.397	3870	1470	3323	1427	5340	4750	256	1109	100	7729
0	0	0	23	5	10	""	""	10010	68620	180	4142	3691	1622	43	56	56	61	29	47	93	92	0	1497	1526	911	59	44	44	48	19	39	94	93	0	944855	390574	125.172	77.789	2.812	2.453	2.732	2.436	1.898	2.351	0.877	1.492	4086	1453	3635	1482	5539	5117	256	1117	100	7730
0	0	0	23	6	10	""	""	10280	68620	180	4422	3871	1882	48	55	55	60	26	43	91	89	0	1777	1833	1161	63	45	45	49	20	40	93	91	0	990922	469344	146.577	89.200	2.521	2.134	2.368	2.089	1.810	2.034	0.894	1.334	4367	1732	3816	1788	6099	5604	256	1104	100	7731
0	0	0	23	7	10	""	""	10540	68620	180	1746	4326	7889	182	55	55	61	28	45	99	98	0	196	1121	5187	462	45	45	55	185	336	44	28	0	1107341	287026	152.321	5.762	11.199	3.969	10.611	8.804	2.612	3.323	0.119	3.485	1691	151	4271	1076	1842	5347	256	1079	100	7732
0	0	0	23	8	10	""	""	10800	68610	180	1512	1429	660	46	56	56	61	27	44	91	90	0	158	224	227	101	43	43	53	180	339	29	13	0	365874	57333	50.667	0.950	12.661	7.586	11.781	9.466	2.736	7.856	0.373	3.662	1456	115	1373	181	1571	1554	256	1142	100	7733
0	0	0	23	9	10	""	""	11070	68610	180	1509	1419	653	46	54	54	60	28	46	91	90	0	147	187	149	79	40	40	44	18	40	90	86	0	363154	47794	48.536	7.944	13.598	9.286	11.907	9.899	2.562	9.823	0.491	3.765	1455	107	1365	147	1562	1512	256	1095	100	7734
0	0	0	23	10	10	""	""	11340	68570	220	1957	1799	873	48	57	57	67	48	71	93	92	0	2488	2402	1296	53	40	40	61	155	254	91	89	0	705341	941591	36.083	15.103	0.776	0.738	0.778	0.751	1.593	1.033	0.889	-0.366	1900	2448	1742	2362	4348	4104	392	1050	100	7735
0	0	0	23	11	10	""	""	11600	68570	220	2005	1826	726	39	58	58	68	49	72	93	92	0	2305	2311	1267	54	39	39	60	154	256	91	90	0	715760	906063	35.878	14.617	0.859	0.778	0.854	0.830	1.609	1.262	0.732	-0.219	1947	2266	1768	2272	4213	4040	392	924	100	7736
0	0	0	23	12	10	""	""	11870	68570	220	2120	1892	835	44	60	60	68	81	119	90	88	0	2384	2464	1498	60	40	40	48	97	202	91	89	0	741521	965997	22.519	24.907	0.879	0.756	0.845	0.837	1.747	1.111	0.677	-0.186	2060	2344	1832	2424	4404	4256	392	1096	100	7737
0	0	0	23	13	10	""	""	12160	68600	190	457	646	905	140	61	61	68	80	117	92	91	0	369	498	444	89	44	44	49	22	44	98	96	0	165289	127434	7.225	20.409	1.218	1.289	1.196	1.155	1.568	1.935	0.693	0.285	396	325	585	454	721	1039	256	984	100	7738
0	0	0	23	14	10	""	""	12430	68610	190	507	710	1007	141	60	60	64	26	40	99	98	0	378	530	346	65	49	49	56	41	73	98	97	0	181702	135711	24.846	11.561	1.359	1.351	1.231	1.266	1.707	2.854	0.451	0.442	447	329	650	481	776	1131	256	916	100	7739
0	0	0	23	15	10	""	""	12700	68620	200	600	1015	1330	131	59	59	67	39	58	86	83	0	508	701	671	95	56	56	73	83	113	84	80	0	320670	221641	24.308	7.566	1.197	1.482	1.258	1.187	2.052	1.881	0.837	0.259	541	452	956	645	993	1601	316	1334	100	7740
0	0	0	23	1	11	""	""	8940	68860	180	9672	8340	3474	41	70	70	77	48	62	94	93	0	4886	4598	2327	50	59	59	69	52	75	94	92	0	2135101	1177037	172.146	87.096	1.989	1.822	1.951	1.786	1.816	1.313	0.591	0.992	9602	4827	8270	4539	14429	12809	256	1263	100	7741
0	0	0	23	2	11	""	""	9200	68860	180	9217	8136	3465	42	57	57	68	76	111	92	91	0	4723	4740	2800	59	45	45	51	31	60	94	92	0	2082830	1213510	106.158	151.258	1.958	1.721	1.906	1.706	1.722	1.628	0.896	0.969	9160	4678	8079	4695	13838	12774	256	1099	100	7742
0	0	0	23	3	11	""	""	9470	68860	180	8779	7821	3522	45	57	57	63	34	53	94	92	0	4751	4638	2682	57	43	43	49	25	51	94	93	0	2002221	1187381	228.176	183.560	1.853	1.690	1.818	1.686	1.675	1.611	0.930	0.890	8722	4708	7764	4595	13430	12359	256	1125	100	7743
0	0	0	23	4	11	""	""	9730	68860	180	2051	1706	861	50	56	56	62	32	51	91	88	0	724	652	307	47	43	43	47	23	48	90	88	0	436822	166849	51.375	26.304	2.930	2.709	2.693	2.339	2.146	2.815	0.936	1.551	1995	681	1650	609	2676	2259	256	1095	100	7744
0	0	0	23	5	11	""	""	10000	68860	180	1901	1601	743	46	56	56	61	29	47	91	88	0	674	607	268	44	44	44	47	18	38	93	93	0	409854	155499	53.103	31.111	2.929	2.744	2.746	2.337	2.154	2.836	0.927	1.550	1845	630	1545	563	2475	2108	256	1095	100	7745
0	0	0	23	6	11	""	""	10260	68870	180	1708	1451	697	48	55	55	60	30	50	86	85	0	575	511	240	46	43	43	47	19	40	89	86	0	371459	130805	46.367	24.421	3.107	2.983	2.965	2.761	1.848	3.060	0.922	1.636	1653	532	1396	468	2185	1864	256	1146	100	7746
0	0	0	23	7	11	""	""	10540	68870	180	19246	17730	5170	29	55	55	60	31	51	100	100	0	9317	9786	4578	46	42	42	45	18	40	100	100	0	4538802	2505172	570.000	541.167	2.069	1.814	2.031	1.905	1.454	1.729	0.893	1.049	19191	9275	17675	9744	28466	27419	256	1148	100	7747
0	0	0	23	8	11	""	""	10800	68870	180	20037	18599	6209	33	58	58	63	30	47	100	100	0	9794	11374	6459	56	41	41	45	18	40	100	99	0	4761449	2911722	617.867	629.389	2.048	1.636	2.016	1.806	1.517	1.502	0.864	1.035	19979	9753	18541	11333	29732	29874	256	1131	100	7748
0	0	0	23	9	11	""	""	11070	68870	190	19905	18226	6400	35	58	58	64	29	45	100	100	0	10190	12522	6961	55	40	40	43	18	41	100	100	0	4665904	3205583	626.276	693.278	1.955	1.456	1.770	1.583	1.570	1.346	0.878	0.967	19847	10150	18168	12482	29997	30650	256	1215	100	7749
0	0	0	23	10	11	""	""	11350	68860	200	756	647	301	46	60	60	66	29	43	87	85	0	285	262	128	48	40	40	47	50	106	84	80	0	204343	82805	20.034	4.300	2.841	2.644	2.611	2.734	1.838	2.680	0.716	1.506	696	245	587	222	941	809	316	1295	100	7750
0	0	0	23	11	11	""	""	11620	68860	200	780	667	314	47	62	62	68	31	45	86	84	0	277	263	142	53	42	42	48	51	106	82	79	0	210661	83174	19.323	4.216	3.055	2.738	2.773	2.648	2.021	2.782	0.803	1.611	718	235	605	221	953	826	316	1274	100	7751
0	0	0	23	12	11	""	""	11880	68870	190	678	635	253	39	64	64	70	31	44	92	90	0	233	231	106	45	42	42	47	23	48	90	88	0	162516	59101	18.226	8.000	3.215	3.021	3.044	3.051	1.698	3.111	0.781	1.685	614	191	571	189	805	760	256	1289	100	7752
0	0	0	23	13	11	""	""	12170	68840	200	1511	1460	755	51	60	60	65	29	44	92	88	0	200	210	110	52	42	42	46	20	43	91	88	0	461238	66513	48.103	8.200	9.184	8.333	8.457	7.464	2.152	8.762	0.787	3.199	1451	158	1400	168	1609	1568	316	1281	100	7753
0	0	0	23	14	11	""	""	12430	68840	200	1290	1267	666	52	55	55	60	25	41	92	90	0	194	210	154	73	45	45	49	22	44	89	84	0	400260	66514	48.280	7.318	8.289	7.345	7.971	7.511	2.057	7.737	0.560	3.051	1235	149	1212	165	1384	1377	316	1154	100	7754
0	0	0	23	15	11	""	""	12700	68850	200	901	904	553	61	56	56	63	31	49	94	91	0	170	195	147	75	52	52	61	47	77	80	57	0	285814	61642	27.129	2.851	7.161	5.930	6.816	6.236	2.257	5.721	0.562	2.840	845	118	848	143	963	991	316	1506	100	7755
0	0	0	23	1	12	""	""	8920	69130	180	1233	994	571	57	63	63	68	30	44	84	79	0	1977	1663	1068	64	54	54	61	38	62	84	79	0	254400	425658	30.867	42.158	0.608	0.579	0.598	0.597	1.846	0.544	0.892	-0.717	1170	1923	931	1609	3093	2540	256	1477	100	7756
