ATF	1.0
30	57    
"Type=GenePix Export 3"
"DateTime=2020/07/24 16:49:01"
"Settings=D:\LM\Experiments\lectin print\Nano plotter\Print\CIVIC data\July 27\Genepix settings\2020-07-24-10288622-D0-1.gps"
"GalFile="
"PixelSize=10"
"Wavelengths=532	635"
"ImageFiles=D:\LM\Experiments\lectin print\Nano plotter\Print\CIVIC data\July 27\scanned images\2020-07-24-10288622-D0-1.tif 1	D:\LM\Experiments\lectin print\Nano plotter\Print\CIVIC data\July 27\scanned images\2020-07-24-10288622-D0-1.tif 0"
"NormalizationMethod=None"
"NormalizationFactors=1	1"
"JpegImage="
"StdDev=Type 1"
"RatioFormulations=W1/W2 (532/635)"
"FeatureType=Circular"
"Barcode="
"BackgroundSubtraction=LocalFeature"
"ImageOrigin=0, 0"
"JpegOrigin=530, 2800"
"Creator=GenePix Pro 7.3.0.0"
"Scanner=GenePix 4400 [140135]"
"FocusPosition=0"
"Temperature=0"
"LinesAveraged=1"
"Comment="
"PMTGain=580	600"
"ScanPower=100	100"
"LaserPower=1.85	1.42"
"Filters=Standard Green	Standard Red"
"ScanRegion=0,0,2200,7200"
"ScanArea=1"
"Supplier="
"Flags"	"Normalize"	"Autoflag"	"Block"	"Column"	"Row"	"Name"	"ID"	"X"	"Y"	"Dia."	"F532 Median"	"F532 Mean"	"F532 SD"	"F532 CV"	"B532"	"B532 Median"	"B532 Mean"	"B532 SD"	"B532 CV"	"% > B532+1SD"	"% > B532+2SD"	"F532 % Sat."	"F635 Median"	"F635 Mean"	"F635 SD"	"F635 CV"	"B635"	"B635 Median"	"B635 Mean"	"B635 SD"	"B635 CV"	"% > B635+1SD"	"% > B635+2SD"	"F635 % Sat."	"F532 Total Intensity"	"F635 Total Intensity"	"SNR 532"	"SNR 635"	"Ratio of Medians (532/635)"	"Ratio of Means (532/635)"	"Median of Ratios (532/635)"	"Mean of Ratios (532/635)"	"Ratios SD (532/635)"	"Rgn Ratio (532/635)"	"Rgn R2 (532/635)"	"Log Ratio (532/635)"	"F532 Median - B532"	"F635 Median - B635"	"F532 Mean - B532"	"F635 Mean - B635"	"Sum of Medians (532/635)"	"Sum of Means (532/635)"	"F Pixels"	"B Pixels"	"Circularity"	"Index"
0	0	0	22	8	23	""	""	2810	72130	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	0	0	0	0	100	7583
0	0	0	22	9	23	""	""	3070	72140	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	0	0	0	0	100	7584
0	0	0	22	10	23	""	""	3350	72140	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	0	0	0	0	100	7585
0	0	0	22	11	23	""	""	3630	72150	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	0	0	0	0	100	7586
0	0	0	22	12	23	""	""	3890	72140	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	0	0	0	0	100	7587
0	0	0	22	13	23	""	""	4140	72130	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	0	0	0	0	100	7588
0	0	0	22	14	23	""	""	4420	72130	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	0	0	0	0	100	7589
0	0	0	22	15	23	""	""	4680	72130	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	0	0	0	0	100	7590
0	0	0	23	1	1	""	""	8940	66190	180	1071	1117	326	29	83	83	87	35	40	100	100	0	716	799	270	33	83	83	96	62	64	100	100	0	286033	204573	29.429	11.339	1.561	1.444	1.497	1.453	1.331	1.448	0.892	0.642	988	633	1034	716	1621	1750	256	1527	100	7591
0	0	0	23	2	1	""	""	9200	66190	180	1112	1240	734	59	85	85	92	47	51	100	100	0	875	923	362	39	92	92	116	282	243	97	85	0	317346	236397	24.426	2.862	1.312	1.390	1.357	1.364	1.395	1.614	0.794	0.391	1027	783	1155	831	1810	1986	256	1289	100	7592
0	0	0	23	3	1	""	""	9460	66190	180	1067	1034	508	49	83	83	88	44	50	91	88	0	759	754	374	49	86	86	106	277	261	84	70	0	264606	192966	21.500	2.339	1.462	1.424	1.445	1.437	1.519	1.084	0.544	0.548	984	673	951	668	1657	1619	256	1314	100	7593
0	0	0	23	4	1	""	""	9740	66190	180	414	404	191	47	74	74	78	30	38	95	94	0	288	632	4030	637	73	73	80	54	67	91	88	0	103367	161761	10.867	10.222	1.581	0.590	1.476	1.439	1.910	0.044	0.263	0.661	340	215	330	559	555	889	256	1385	100	7594
0	0	0	23	5	1	""	""	10010	66200	190	439	755	2245	297	69	69	74	29	39	99	97	0	283	341	322	94	67	67	73	41	56	100	98	0	193272	87218	23.483	6.537	1.713	2.504	1.772	1.770	1.763	7.301	0.581	0.776	370	216	686	274	586	960	256	1384	100	7595
0	0	0	23	6	1	""	""	10280	66210	200	421	1182	3644	308	64	64	69	33	47	88	84	0	267	354	419	118	61	61	69	42	60	84	78	0	373585	111796	33.727	6.786	1.733	3.816	1.746	1.908	2.104	9.066	0.719	0.793	357	206	1118	293	563	1411	316	1474	100	7596
0	0	0	23	7	1	""	""	10560	66190	200	523	719	1775	246	63	63	70	45	64	87	85	0	380	691	2051	296	62	62	77	122	158	83	69	0	227214	218337	14.422	5.033	1.447	1.043	1.385	1.248	2.175	0.863	0.792	0.533	460	318	656	629	778	1285	316	1490	100	7597
0	0	0	23	8	1	""	""	10830	66200	210	532	741	1515	204	66	66	73	44	60	85	83	0	366	714	1517	212	61	61	73	111	152	82	71	0	234107	225576	15.182	5.775	1.528	1.034	1.396	1.242	2.093	0.992	0.545	0.612	466	305	675	653	771	1328	316	1510	100	7598
0	0	0	23	9	1	""	""	11100	66200	200	547	582	944	162	65	65	70	30	42	84	79	0	380	498	1064	213	55	55	61	32	52	86	80	0	183937	157229	17.067	13.656	1.483	1.167	1.411	1.264	2.169	0.915	0.831	0.569	482	325	517	443	807	960	316	1422	100	7599
0	0	0	23	10	1	""	""	11370	66190	200	2314	1928	911	47	83	83	90	40	44	97	91	0	393	451	747	165	54	54	59	29	49	89	85	0	609225	142651	45.950	13.517	6.581	4.647	5.856	5.407	2.030	3.902	0.226	2.718	2231	339	1845	397	2570	2242	316	1457	100	7600
0	0	0	23	11	1	""	""	11630	66190	190	2568	2350	858	36	107	107	110	42	38	98	95	0	405	551	1112	201	55	55	59	29	49	94	93	0	601537	140932	53.333	16.966	7.031	4.522	6.340	5.963	1.851	3.126	0.194	2.814	2461	350	2243	496	2811	2739	256	1374	100	7601
0	0	0	23	12	1	""	""	11900	66190	190	3482	3206	1294	40	89	89	96	45	46	98	96	0	650	656	420	64	52	52	57	26	45	95	93	0	820652	168026	69.111	23.038	5.674	5.161	5.708	5.399	1.571	5.290	0.701	2.504	3393	598	3117	604	3991	3721	256	1466	100	7602
0	0	0	23	13	1	""	""	12180	66190	190	1437	1503	721	47	61	61	68	54	79	98	97	0	1051	1124	598	53	52	52	57	28	49	100	100	0	384674	287641	26.574	38.107	1.377	1.345	1.390	1.244	1.843	1.385	0.732	0.462	1376	999	1442	1072	2375	2514	256	1473	100	7603
0	0	0	23	14	1	""	""	12450	66190	190	1759	1813	543	29	57	57	63	54	85	100	100	0	1428	1474	463	31	52	52	59	35	59	100	100	0	464207	377226	32.407	40.429	1.237	1.235	1.274	1.239	1.350	1.274	0.895	0.307	1702	1376	1756	1422	3078	3178	256	1403	100	7604
0	0	0	23	15	1	""	""	12710	66190	180	1577	1656	806	48	58	58	62	25	40	96	95	0	1048	1152	606	52	56	56	62	34	54	97	95	0	423965	294854	63.760	32.059	1.531	1.458	1.524	1.394	1.682	1.438	0.899	0.615	1519	992	1598	1096	2511	2694	256	1512	100	7605
0	0	0	23	1	2	""	""	8940	66460	190	1490	1518	339	22	91	91	96	38	39	100	100	0	651	662	153	23	91	91	101	53	52	100	100	0	388654	169387	37.421	10.585	2.498	2.499	2.550	2.515	1.289	2.559	0.885	1.321	1399	560	1427	571	1959	1998	256	1396	100	7606
0	0	0	23	2	2	""	""	9200	66460	200	1566	1389	600	43	90	90	96	48	50	95	93	0	629	604	262	43	87	87	109	291	266	83	39	0	439078	190728	26.938	1.701	2.723	2.513	2.597	2.434	1.780	2.580	0.877	1.445	1476	542	1299	517	2018	1816	316	1185	100	7607
0	0	0	23	3	2	""	""	9470	66450	200	1536	1382	750	54	85	85	90	46	51	90	87	0	659	630	333	52	84	84	105	285	271	78	51	0	436723	199031	28.087	1.842	2.523	2.375	2.436	2.242	1.815	2.083	0.464	1.335	1451	575	1297	546	2026	1843	316	1241	100	7608
0	0	0	23	4	2	""	""	9740	66460	180	2730	2893	1854	64	73	73	79	31	39	96	94	0	2538	2549	1386	54	73	73	80	75	93	93	92	0	740612	652626	90.774	32.920	1.078	1.139	1.119	1.087	1.767	1.217	0.897	0.108	2657	2465	2820	2476	5122	5296	256	1177	100	7609
0	0	0	23	5	2	""	""	10010	66450	180	1739	2399	2375	98	64	64	69	28	40	91	89	0	1344	1788	1448	80	64	64	71	74	104	90	89	0	614093	457648	83.214	23.203	1.309	1.354	1.346	1.193	2.147	1.611	0.800	0.388	1675	1280	2335	1724	2955	4059	256	1195	100	7610
0	0	0	23	6	2	""	""	10290	66460	180	2204	2855	2687	94	61	61	67	30	44	95	92	0	1790	2155	1569	72	59	59	69	50	72	97	95	0	730851	551726	92.933	41.720	1.238	1.333	1.245	1.058	2.359	1.577	0.816	0.308	2143	1731	2794	2096	3874	4890	256	1141	100	7611
0	0	0	23	7	2	""	""	10560	66450	180	946	5344	8314	155	70	70	76	36	47	97	95	0	632	3502	5325	152	65	65	75	54	72	95	94	0	1368189	896575	146.333	63.463	1.545	1.534	1.519	1.380	1.807	1.562	0.979	0.628	876	567	5274	3437	1443	8711	256	1077	100	7612
0	0	0	23	8	2	""	""	10820	66450	180	1156	5688	8060	141	74	74	80	34	42	96	92	0	835	3730	5163	138	63	63	70	40	57	91	89	0	1456096	954999	164.941	91.500	1.402	1.531	1.504	1.479	1.739	1.558	0.984	0.487	1082	772	5614	3667	1854	9281	256	1088	100	7613
0	0	0	23	9	2	""	""	11100	66450	180	996	4539	7447	164	69	69	74	30	40	94	91	0	665	2888	4723	163	55	55	60	26	43	92	90	0	1161971	739297	148.833	108.769	1.520	1.578	1.562	1.506	1.759	1.585	0.976	0.604	927	610	4470	2833	1537	7303	256	1087	100	7614
0	0	0	23	10	2	""	""	11360	66450	180	146	254	309	121	68	68	74	31	41	79	60	0	240	332	411	123	55	55	60	28	46	95	92	0	65040	84954	5.806	9.714	0.422	0.671	0.505	0.470	2.409	0.679	0.604	-1.246	78	185	186	277	263	463	256	1065	100	7615
0	0	0	23	11	2	""	""	11620	66450	180	124	127	71	55	73	73	81	36	44	61	32	0	190	192	134	69	55	55	60	27	45	84	80	0	32538	49257	1.278	4.889	0.378	0.394	0.424	0.440	2.779	0.347	0.257	-1.404	51	135	54	137	186	191	256	1135	100	7616
0	0	0	23	12	2	""	""	11900	66450	180	153	899	2178	242	69	69	77	36	46	76	57	0	207	377	508	134	52	52	56	26	46	88	81	0	230023	96632	22.833	12.346	0.542	2.554	0.798	0.841	2.930	4.235	0.836	-0.884	84	155	830	325	239	1155	256	1192	100	7617
0	0	0	23	13	2	""	""	12170	66460	190	2426	2562	1054	41	61	61	68	55	80	100	100	0	64387	56727	15613	27	51	51	58	33	56	100	100	39	655987	14522037	45.345	1717.242	0.037	0.044	0.041	0.044	1.346	0.044	0.876	-4.766	2365	64336	2501	56676	66701	59177	256	1243	100	7618
0	0	0	23	14	2	""	""	12440	66450	190	2389	2411	1069	44	59	59	66	59	89	96	95	0	59215	50717	18283	36	54	54	64	47	73	100	100	34	617143	12983599	39.746	1077.723	0.039	0.046	0.044	0.044	1.537	0.045	0.876	-4.666	2330	59161	2352	50663	61491	53015	256	1186	100	7619
0	0	0	23	15	2	""	""	12700	66450	180	2193	2095	1161	55	57	57	62	30	48	93	89	0	63555	51428	22958	44	56	56	70	66	94	96	93	36	536404	13165483	67.767	778.151	0.034	0.040	0.036	0.042	2.029	0.041	0.874	-4.894	2136	63499	2038	51372	65635	53410	256	1335	100	7620
0	0	0	23	1	3	""	""	8940	66730	190	1283	1359	430	31	83	83	87	34	39	100	100	0	603	650	246	37	92	92	104	74	71	100	100	0	347990	166453	37.412	7.378	2.348	2.287	2.284	2.357	1.378	2.272	0.838	1.232	1200	511	1276	558	1711	1834	256	1427	100	7621
0	0	0	23	2	3	""	""	9200	66730	190	1457	1550	535	34	78	78	83	34	40	100	100	0	596	639	262	41	80	80	86	40	46	100	100	0	396714	163697	43.147	13.825	2.672	2.633	2.684	2.680	1.357	2.686	0.833	1.418	1379	516	1472	559	1895	2031	256	1163	100	7622
0	0	0	23	3	3	""	""	9470	66730	190	1216	1311	418	31	75	75	103	554	537	99	52	0	489	504	155	30	71	71	182	2367	1300	0	0	0	335613	128939	2.181	0.136	2.730	2.855	2.903	2.898	1.434	0.238	0.517	1.449	1141	418	1236	433	1559	1669	256	1227	100	7623
0	0	0	23	4	3	""	""	9740	66720	170	1378	1429	734	51	68	68	100	579	579	89	57	0	744	901	618	68	63	63	184	2474	1344	3	0	0	297191	187427	2.295	0.290	1.924	1.624	1.808	1.653	1.703	0.232	0.490	0.944	1310	681	1361	838	1991	2199	208	1123	100	7624
0	0	0	23	5	3	""	""	10010	66730	170	1352	1523	734	48	63	63	66	27	40	100	100	0	761	1059	743	70	59	59	67	74	110	100	98	0	316701	220357	53.963	13.405	1.836	1.460	1.685	1.666	1.656	1.318	0.817	0.877	1289	702	1460	1000	1991	2460	208	1172	100	7625
0	0	0	23	6	3	""	""	10280	66720	170	1684	1776	1649	92	61	61	65	26	40	96	96	0	1077	1090	629	57	57	57	66	60	90	95	93	0	369387	226703	65.808	17.067	1.591	1.660	1.637	1.598	1.608	2.292	0.683	0.670	1623	1020	1715	1033	2643	2748	208	1124	100	7626
0	0	0	23	7	3	""	""	10550	66720	190	383	542	1023	188	65	65	70	28	40	97	95	0	314	504	1263	250	63	63	73	47	64	97	95	0	138671	129099	16.857	9.170	1.267	1.082	1.187	1.179	1.942	0.832	0.662	0.341	318	251	477	441	569	918	256	1300	100	7627
0	0	0	23	8	3	""	""	10820	66720	190	374	1008	3816	378	69	69	74	29	39	93	89	0	343	1015	4133	407	67	67	73	35	47	95	93	0	258147	259967	32.207	26.914	1.105	0.991	1.093	0.983	2.811	0.674	0.036	0.144	305	276	939	948	581	1887	256	1255	100	7628
0	0	0	23	9	3	""	""	11090	66720	190	340	598	1811	302	66	66	71	28	39	89	88	0	303	778	3424	440	59	59	66	52	78	91	86	0	153161	199149	18.821	13.692	1.123	0.740	1.104	1.030	2.187	0.223	0.097	0.167	274	244	532	719	518	1251	256	1267	100	7629
0	0	0	23	10	3	""	""	11370	66720	190	1916	2632	2230	84	67	67	73	32	43	100	98	0	215	562	921	163	56	56	62	52	83	93	73	0	673899	143965	79.969	9.615	11.629	5.069	10.509	9.144	2.237	3.363	0.804	3.540	1849	159	2565	506	2008	3071	256	1230	100	7630
0	0	0	23	11	3	""	""	11630	66720	190	1945	2908	2523	86	72	72	78	34	43	100	99	0	206	671	1032	153	53	53	58	26	44	97	92	0	744383	171694	83.235	23.577	12.242	4.589	10.222	9.159	2.248	3.202	0.865	3.614	1873	153	2836	618	2026	3454	256	1223	100	7631
0	0	0	23	12	3	""	""	11900	66720	190	1842	2711	2307	85	67	67	74	50	67	100	100	0	188	553	875	158	50	50	54	24	44	96	91	0	693897	141550	52.740	20.792	12.862	5.256	12.113	10.898	2.328	3.568	0.843	3.685	1775	138	2644	503	1913	3147	256	1275	100	7632
0	0	0	23	13	3	""	""	12180	66730	190	17396	16698	8196	49	62	62	76	168	221	100	96	0	6163	5962	2524	42	51	51	60	61	101	100	99	0	4274657	1526160	98.940	96.754	2.836	2.814	2.879	2.440	1.785	2.997	0.921	1.504	17334	6112	16636	5911	23446	22547	256	1279	100	7633
0	0	0	23	14	3	""	""	12440	66720	190	16962	15963	5957	37	59	59	65	30	46	100	100	0	5586	5342	2106	39	53	53	63	44	69	100	99	0	4086417	1367620	529.933	119.977	3.055	3.007	3.078	2.774	1.708	3.055	0.941	1.611	16903	5533	15904	5289	22436	21193	256	1226	100	7634
0	0	0	23	15	3	""	""	12700	66730	190	12607	11017	5839	52	56	56	61	29	47	93	90	0	3222	2808	1546	55	57	57	69	62	89	86	84	0	2820416	718728	377.793	44.177	3.966	3.984	4.059	3.743	1.950	3.960	0.947	1.988	12551	3165	10961	2751	15716	13712	256	1487	100	7635
0	0	0	23	1	4	""	""	8930	66990	170	589	584	172	29	73	73	77	29	37	100	99	0	467	571	379	66	88	88	98	54	55	99	97	0	121404	118706	17.483	8.759	1.361	1.058	1.346	1.260	1.846	0.800	0.608	0.445	516	379	511	483	895	994	208	1251	100	7636
0	0	0	23	2	4	""	""	9200	66990	180	468	461	254	55	66	66	71	30	42	86	83	0	281	709	4288	604	74	74	80	39	48	84	80	0	118018	181401	13.000	16.128	1.942	0.622	1.763	1.603	2.192	0.035	0.126	0.958	402	207	395	635	609	1030	256	1195	100	7637
0	0	0	23	3	4	""	""	9470	66990	180	477	499	299	59	60	60	66	30	45	88	85	0	294	373	299	80	61	61	69	37	53	88	86	0	127727	95565	14.433	8.216	1.790	1.407	1.615	1.406	2.146	1.241	0.672	0.840	417	233	439	312	650	751	256	1144	100	7638
0	0	0	23	4	4	""	""	9730	66990	190	669	2439	3236	132	60	60	79	462	584	59	43	0	439	1269	1608	126	57	57	105	1409	1341	27	18	0	624272	324801	5.108	0.826	1.594	1.963	1.834	1.693	1.952	2.025	0.950	0.673	609	382	2379	1212	991	3591	256	1256	100	7639
0	0	0	23	5	4	""	""	10010	66990	180	778	2597	3371	129	63	63	67	27	40	91	89	0	578	1947	4842	248	57	57	63	31	49	90	88	0	664869	498391	93.704	60.774	1.372	1.341	1.736	1.521	2.197	0.699	0.444	0.457	715	521	2534	1890	1236	4424	256	1194	100	7640
0	0	0	23	6	4	""	""	10280	66990	180	852	2909	3674	126	61	61	67	32	47	92	88	0	589	2128	3408	160	57	57	63	47	74	90	86	0	744805	544807	88.813	43.936	1.487	1.375	1.597	1.512	1.997	1.158	0.884	0.572	791	532	2848	2071	1323	4919	256	1231	100	7641
0	0	0	23	7	4	""	""	10560	67000	180	1758	4562	6628	145	66	66	74	36	48	99	93	0	10641	16250	15770	97	60	60	66	31	46	94	92	0	1167928	4159951	124.667	522.065	0.160	0.278	0.221	0.269	3.050	0.316	0.697	-2.645	1692	10581	4496	16190	12273	20686	256	1209	100	7642
0	0	0	23	8	4	""	""	10830	66990	180	1566	3285	4869	148	75	75	81	34	41	96	91	0	10278	14639	14532	99	65	65	71	32	45	94	91	0	840997	3747663	94.235	455.250	0.146	0.220	0.175	0.220	2.517	0.241	0.644	-2.776	1491	10213	3210	14574	11704	17784	256	1188	100	7643
0	0	0	23	9	4	""	""	11100	66990	180	1382	3698	6003	162	69	69	74	32	43	93	86	0	9247	13670	14368	105	59	59	66	53	80	88	86	0	946574	3499503	113.250	256.679	0.143	0.267	0.184	0.239	2.766	0.327	0.755	-2.807	1313	9188	3629	13611	10501	17240	256	1170	100	7644
0	0	0	23	10	4	""	""	11360	66990	180	382	704	3171	450	66	66	71	31	43	86	84	0	367	412	314	76	54	54	60	52	86	87	84	0	180309	105392	20.419	6.769	1.010	1.782	0.974	0.975	2.138	12.910	0.314	0.014	316	313	638	358	629	996	256	1174	100	7645
0	0	0	23	11	4	""	""	11630	66990	180	338	316	153	48	68	68	74	32	43	85	83	0	294	305	170	55	49	49	54	23	42	91	88	0	80906	78201	7.563	10.913	1.102	0.969	1.027	1.033	1.855	0.961	0.793	0.140	270	245	248	256	515	504	256	1166	100	7646
0	0	0	23	12	4	""	""	11890	66990	180	282	296	240	81	66	66	72	33	45	78	77	0	254	356	1099	308	47	47	51	22	43	80	78	0	75800	91182	6.788	13.864	1.043	0.744	1.013	1.071	2.191	0.147	0.244	0.061	216	207	230	309	423	539	256	1200	100	7647
0	0	0	23	13	4	""	""	12160	66990	160	953	1115	1338	120	65	65	85	185	217	71	68	0	600	562	446	79	49	49	59	67	113	75	71	0	231844	116795	5.568	7.507	1.612	2.047	1.829	1.649	2.294	2.785	0.819	0.689	888	551	1050	513	1439	1563	208	1088	100	7648
0	0	0	23	14	4	""	""	12450	67000	180	906	1019	1040	102	69	69	80	47	58	78	75	0	572	627	986	157	52	52	59	34	57	84	78	0	260835	160415	19.979	16.706	1.610	1.652	1.723	1.484	2.406	1.333	0.403	0.687	837	520	950	575	1357	1525	256	1287	100	7649
0	0	0	23	15	4	""	""	12710	67000	170	771	730	591	80	63	63	72	42	58	77	72	0	478	513	453	88	58	58	71	52	73	73	69	0	151824	106679	15.667	8.500	1.686	1.466	1.540	1.401	2.590	1.395	0.859	0.753	708	420	667	455	1128	1122	208	1230	100	7650
0	0	0	23	1	5	""	""	8930	67270	180	894	778	393	50	74	74	80	45	56	88	84	0	339	403	376	93	91	91	131	706	538	7	3	0	199046	103092	15.511	0.385	3.306	2.256	2.846	2.401	2.174	1.748	0.498	1.725	820	248	704	312	1068	1016	256	1393	100	7651
0	0	0	23	2	5	""	""	9200	67260	180	904	843	403	47	61	61	65	27	41	93	91	0	335	393	310	78	69	69	77	45	58	89	84	0	215836	100646	28.815	7.022	3.169	2.414	2.946	2.657	1.852	2.158	0.612	1.664	843	266	782	324	1109	1106	256	1170	100	7652
0	0	0	23	3	5	""	""	9470	67260	180	869	797	409	51	58	58	62	26	41	92	88	0	309	315	185	58	63	63	69	35	50	90	83	0	203981	80745	28.269	7.029	3.297	2.933	3.059	2.872	2.010	2.985	0.713	1.721	811	246	739	252	1057	991	256	1170	100	7653
0	0	0	23	4	5	""	""	9730	67260	180	191	262	201	76	62	62	67	28	41	91	79	0	113	120	52	43	59	59	65	31	47	70	41	0	66944	30597	6.964	1.774	2.389	3.279	2.676	2.544	3.029	5.006	0.259	1.256	129	54	200	61	183	261	256	1148	100	7654
0	0	0	23	5	5	""	""	9990	67250	180	177	297	274	92	71	71	75	30	40	84	71	0	106	119	62	52	62	62	66	29	43	65	40	0	76087	30419	7.400	1.828	2.409	3.965	3.315	2.782	3.250	6.078	0.343	1.268	106	44	226	57	150	283	256	1164	100	7655
0	0	0	23	6	5	""	""	10260	67250	180	251	397	347	87	68	68	74	34	45	89	77	0	109	123	68	55	60	60	64	28	43	67	46	0	101514	31596	9.500	2.107	3.735	5.222	4.839	4.042	3.308	7.015	0.401	1.901	183	49	329	63	232	392	256	1222	100	7656
0	0	0	23	7	5	""	""	10550	67260	190	1476	2460	2424	98	64	64	71	53	74	89	87	0	1889	5693	9957	174	58	58	63	29	46	94	93	0	629801	1457408	45.075	194.138	0.771	0.425	0.620	0.611	2.493	0.254	0.750	-0.375	1412	1831	2396	5635	3243	8031	256	1306	100	7657
0	0	0	23	8	5	""	""	10820	67260	190	1607	3108	2927	94	64	64	72	54	75	91	90	0	2209	8468	13497	159	59	59	63	28	44	96	95	0	795769	2167833	56.222	300.179	0.718	0.362	0.615	0.589	2.300	0.232	0.791	-0.479	1543	2150	3044	8409	3693	11453	256	1296	100	7658
0	0	0	23	9	5	""	""	11090	67260	190	1535	2625	2637	100	64	64	70	32	45	91	89	0	1826	7000	12257	175	56	56	61	26	42	93	92	0	671962	1792124	79.844	266.885	0.831	0.369	0.731	0.662	2.168	0.226	0.778	-0.267	1471	1770	2561	6944	3241	9505	256	1257	100	7659
0	0	0	23	10	5	""	""	11360	67260	190	1409	1441	1029	71	74	74	82	39	47	99	99	0	383	609	1194	196	53	53	58	25	43	98	95	0	368974	155994	34.846	22.040	4.045	2.459	4.080	3.519	2.093	1.339	0.411	2.016	1335	330	1367	556	1665	1923	256	1213	100	7660
0	0	0	23	11	5	""	""	11630	67260	190	1323	1335	526	39	85	85	91	40	43	100	99	0	350	413	266	64	50	50	54	23	42	100	98	0	341842	105697	31.100	15.609	4.127	3.444	3.979	3.802	1.732	3.512	0.620	2.045	1238	300	1250	363	1538	1613	256	1173	100	7661
0	0	0	23	12	5	""	""	11890	67260	190	1332	1305	541	41	86	86	93	44	47	99	95	0	348	375	214	57	47	47	51	22	43	92	91	0	334096	96071	27.545	14.727	4.140	3.716	3.994	4.280	2.047	3.635	0.794	2.049	1246	301	1219	328	1547	1547	256	1192	100	7662
0	0	0	23	13	5	""	""	12170	67270	180	2967	3245	1434	44	97	97	108	58	53	100	100	0	664	1306	4985	381	50	50	57	36	63	100	100	0	830738	334312	54.086	34.694	4.674	2.506	4.836	4.435	1.799	0.331	0.163	2.225	2870	614	3148	1256	3484	4404	256	1230	100	7663
0	0	0	23	14	5	""	""	12440	67270	190	3107	3268	974	29	104	104	115	58	50	100	100	0	594	656	269	41	53	53	59	33	55	100	100	0	836609	167879	54.362	18.091	5.551	5.247	5.552	5.413	1.305	5.138	0.866	2.473	3003	541	3164	603	3544	3767	256	1196	100	7664
0	0	0	23	15	5	""	""	12700	67270	190	2781	2881	1636	56	91	91	104	56	53	100	100	0	677	1688	6504	385	57	57	66	43	65	98	98	1	737431	432057	49.589	37.721	4.339	1.711	4.347	3.907	2.001	0.258	0.259	2.117	2690	620	2790	1631	3310	4421	256	1436	100	7665
0	0	0	23	1	6	""	""	8930	67530	190	719	685	277	40	70	70	75	31	41	94	93	0	581	617	318	51	92	92	113	91	80	92	88	0	175284	157828	19.677	5.538	1.327	1.171	1.253	1.238	1.625	1.077	0.777	0.408	649	489	615	525	1138	1140	256	1415	100	7666
0	0	0	23	2	6	""	""	9190	67520	190	644	605	315	52	60	60	64	27	42	88	85	0	496	615	1481	240	70	70	79	52	65	87	84	0	154948	157331	20.037	10.308	1.371	1.000	1.374	1.245	1.795	0.158	0.143	0.455	584	426	545	545	1010	1090	256	1211	100	7667
0	0	0	23	3	6	""	""	9460	67530	190	697	640	316	49	59	59	64	28	43	88	86	0	507	479	236	49	66	66	72	36	50	88	86	0	163800	122705	20.571	11.306	1.447	1.407	1.419	1.341	2.066	1.421	0.853	0.533	638	441	581	413	1079	994	256	1222	100	7668
0	0	0	23	4	6	""	""	9740	67530	190	981	1213	664	54	63	63	69	29	42	98	96	0	242	243	85	34	61	61	66	30	45	96	94	0	310647	62171	39.448	5.900	5.072	6.319	5.930	5.483	2.225	7.723	0.711	2.343	918	181	1150	182	1099	1332	256	1091	100	7669
0	0	0	23	5	6	""	""	10010	67530	190	2450	2580	1485	57	70	70	75	29	38	95	92	0	319	328	190	57	62	62	65	28	43	94	91	0	660425	84058	86.379	9.393	9.261	9.436	9.425	8.026	2.218	9.925	0.604	3.211	2380	257	2510	266	2637	2776	256	1038	100	7670
